X,Y,OBJECTID,PARK_NAME,DPP_ASSET_ID,PROGRAM_TYPE,SITE_CLASS,BUILDING,GYM,LABEL_NUMBER,COMMENTS,DATA_SOURCE
-75.2158173668384,39.9659803740685,807,Tiffany Fletcher Recreation Center,1911,PPR_REC,A,Y,N,,Former name Mill Creek Playground and Recreation Center (12/2022).,Programs 11/24
-75.1679388200898,39.9657190564368,808,Roberto Clemente Playground,1831,PPR_REC,B,Y,N,, ,Programs 11/24
-75.1956217828492,39.9674789707912,809,Miles Mack Playground,1910,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2503959725216,39.9693586480479,810,William T Granahan Playground,1864,PPR_REC,B,Y,N,,Located within Cobbs Creek Park,Programs 11/24
-75.1671292948194,39.9684953776873,811,Francisville Recreation Center,1859,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2563004471617,39.9744581296902,812,Charles A Papa Playground,1929,PPR_REC,A,Y,N,,Located in Morris Park.,Programs 11/24
-75.127804193671,39.9718519362137,813,Fishtown Recreation Center,1856,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1453480195181,39.9732354816872,814,Narcissa S Cruz Recreation Center,908,PPR_REC,A,Y,N,,Two Programmable Buildings on site.,Programs 11/24
-75.2281120320227,39.9755166699724,815,Conestoga Community Playground,1982,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1323369643043,39.9775636116895,816,Dan Shissler Recreation Center,1844,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.240708907701,39.9818673517985,961,Ernest L Tustin Recreation Center,1965,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1699513144595,39.9808165317371,962,Dr Martin Luther King Jr Recreation Center,1985,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.2265855331485,39.983261667864,963,Parkside Evans Recreation Center,1930,PPR_REC,A,Y,N,,Located within West Fairmount Park.,Programs 11/24
-75.1602995904469,39.9817165943757,964,Fletcher B Amos Playground,1809,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1184312957035,39.9810103730566,965,Frederick Cione Playground,1830,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1474504480631,39.9832371708012,966,8th and Diamond Playground,1805,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1125569610739,39.984128616754,967,Cohocksink Recreation Center,1838,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1748485295623,39.9875900341127,968,Eric W (Hank) Gathers Jr Recreation Center,1852,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0970003048815,39.9906862441445,969,Bernard Samuel Playground,1948,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.149786675173,39.9968166414797,970,12th and Cambria Playground,1800,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0986566623997,39.9977050554547,971,Robert T Heitzman Recreation Center,1870,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1376201731773,40.0004475329908,972,Ramonita Negron Rivera Recreation and Community Center,1941,PPR_REC,A,Y,Y,,2024 Rebuild Renovations Complete.,Programs 11/24
-75.1215486118575,40.0001694622982,973,Sergeant John J McVeigh Recreation Center,1908,PPR_REC,A,Y,Y,,Closed for Rebuild,Programs 11/24
-75.068187407772,39.9995234587587,974,Bridesburg Recreation Center,1822,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1292342030226,40.0018467010585,975,John (Steve) Schmidt Playground,1978,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1083604597225,40.001457656865,976,Joseph A Scanlon Playground,1950,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1614002292124,40.0062418013054,977,Jerome Brown Playground,1880,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1686864651181,40.0454221987442,978,Waterview Recreation Center,1980,PPR_REC,A,Y,Y,,Closed for Renovations,Programs 11/24
-75.1013201919856,40.0461563346073,979,Lawncrest Recreation Center,1891,PPR_REC,A,Y,Y,,Closed for Rebuild (2024),Programs 11/24
-75.179686086872,40.0477327845817,980,Daniel E Rumph II Recreation Center,1945,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1238139337803,40.0491070360007,981,Helen G Sturgis Playground,1960,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1463628902191,40.0505422829906,982,Morris Estate Cultural Center,1914,PPR_REC,A,Y,N,, ,Programs 11/24
-75.024569362954,40.0478974189828,983,James J Ramp Playground,1938,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0019604520396,40.0514017039177,984,George Jacobs Playground,1877,PPR_REC,A,Y,N,,"Gym on site is Non-PPR, it is an athletic association.",Programs 11/24
-75.1880202851918,40.0577357433783,985,Mount Airy Playground,1917,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1823975309598,40.0570920898348,986,Pleasant Playground,1936,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0764217660777,40.0562338257843,987,Thomas E Jardel Memorial Field,1879,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.157485351183,40.0615700593025,988,William B Simons Recreation Center,1953,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0507793611057,40.0617409521313,989,George C Pelbano Playground,1987,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.2313986078196,40.0691076149093,990,Samuel F Houston Playground,1876,PPR_REC,A,Y,N,,Located within Wissahickon Valley Park,Programs 11/24
-74.991948309211,40.0682396059283,991,Thomas Mitchell Playground,1912,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2004979060113,40.0753790322471,992,Water Tower Recreation Center,1979,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0816788055791,40.074194827245,993,Fox Chase Recreation Center,1857,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1756625163787,40.0814506443061,994,Dorothy Emanuel Recreation Center,1849,PPR_REC,A,Y,Y,, ,Programs 11/24
-74.9740189609193,40.0801120742335,995,Corporal Jimmy OConnor Memorial Playground,1826,PPR_REC,A,Y,N,,"Gym nearby is NOT PPR, it is an athletic association building. Formerly Chalfont Playground",Programs 11/24
-74.9892685788723,40.0804425169714,996,Elizabeth M Picariello Playground,1934,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0207819877208,40.0911774385542,997,Officer Robert Hayes Memorial Playground,1923,PPR_REC,A,Y,Y,,Gym extension constructred in 2019.,Programs 11/24
-74.9890643671929,40.0957823715823,998,Michael Palmer Playground,1926,PPR_REC,A,Y,N,,"Northern property building is for the Far NE Athletic Association, it is NOT PPR Programmed.",Programs 11/24
-74.9721947886782,40.0963211868699,999,Eileen Fitzpatrick Playground,1983,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0332014142048,40.1002679485814,1000,William A Lackman Memorial Playground,1888,PPR_REC,A,Y,N,, ,Programs 11/24
-74.9694396340955,40.10340605686,1001,Jim Junod Recreation Center,1883,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0247246778045,40.1149096606904,1002,Tomlinson and Gifford Playground,1863,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1595639501363,40.0499992211517,1003,Lonnie Young Recreation Center of East Germantown,1897,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0758752402906,40.0142254181864,1004,William (Billy) Gambrel Playground,1862,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.151719668541,39.9860748866311,1005,Penrose Memorial Playground,1977,PPR_REC,A,Y,N,,,Programs 11/24
-75.2284890473926,39.9346256570176,1006,Francis J Myers Recreation Center,1858,PPR_REC,A,Y,Y,,2024-Closed for Rebuild. Moved to Daroff School,Programs 11/24
-75.1507739555381,39.9760826531446,1007,Marie Dendy Recreation Center,1902,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1373196528355,39.9728830105188,1008,Hancock Playground,1867,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1329258295217,39.9885752636778,1009,Waterloo Playground,2901,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2311865502508,39.9772308399125,1010,Charles Baker and Carol Baker Rice Recreation Center,1981,PPR_REC,B,Y,N,,Name changed in 2023.,Programs 11/24
-75.190866619629,39.9637682976151,1011,James L Wright Playground,1975,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1675526605303,39.9936603151823,1012,Cecil B Moore Recreation Center,1825,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1832459353673,39.9354994414515,1013,Wharton Square,305,PPR_REC,A,Y,N,,,Programs 11/24
-75.1459369642862,39.9347986270401,1014,Shot Tower Recreation Center,969,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.163493956522,39.9384795841164,1015,Hawthorne Cultural Center,1869,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1528358316479,39.9427206691233,1016,Starr Garden Playground,1957,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1593083295971,39.9436183355252,1017,Charles T Mitchell Jr (Seger) Park,1951,PPR_REC,A,Y,N,,"Building is named for Charles Seger (1977); Site is named for Charles T Mitchell Jr (1976).",Programs 11/24
-75.1832725224868,39.9479946091986,1018,William H (Billy) Markward Memorial Playground,1903,PPR_REC,A,Y,N,,Located within Schuylkill River Park,Programs 11/24
-75.2491030278968,39.9581963178396,1019,Johnny Sample Recreation Center,1836,PPR_REC,A,Y,Y,,Located in Cobbs Creek Park. Closed for Rebuild,Programs 11/24
-75.2107278963019,39.9616640045616,1020,John A Lee Cultural Center,1892,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2230245249974,39.967466784783,1021,West Mill Creek Playground,1970,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2341796542888,39.9672698620018,1022,Haddington-Marshall L Shepard Sr Recreation Center,1952,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1511521250283,39.9667964598499,1023,East Poplar Playground,1851,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2127062711248,39.9792515301356,1024,Carousel House Recreation Center,1824,PPR_REC,A,Y,Y,,Located in West Fairmount Park. Currently closed for Rebuild.,Programs 11/24
-75.1351096773182,39.9783989447246,1025,Michael J Towey Playground,1964,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1878030267541,39.9897819107031,1026,Joseph E Mander Playground,1900,PPR_REC,A,Y,N,,Located in East Fairmount Park,Programs 11/24
-75.1867696891675,40.008796341514,1027,Harry S McDevitt Playground,1906,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.166272168354,40.0236931950372,1028,Happy Hollow Recreation Center,1868,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0696199632461,40.0240137245522,1029,Wissinoming Park,1973,PPR_REC,A,Y,N,, ,Programs 11/24
-74.9982050727317,40.058979690821,1030,Torresdale Recreation Center,68,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2035887533525,40.0133560286932,1031,Gustine Recreation Center,1984,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.073111976031,40.011121183859,1032,Carmella A DiTizio Playground,1823,PPR_REC,A,Y,N,,Closed for Renovation,Programs 11/24
-75.0968726683943,40.0127977615652,1033,Boniface Piccoli Playground,1935,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1436530575787,40.0176621429403,1034,Hunting Park,845,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0542795535038,40.0184247973453,1035,American Legion Playground,1808,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1209321778085,40.0216195676288,1036,Feltonville Recreation Center,1853,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0931246242488,40.0215285575926,1037,Private Alfred J Simpson Memorial Recreation Center,1954,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0485750641273,40.0213138473351,1038,Frank JG Dorsey Memorial Playground,1848,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1523154575345,40.0244983549957,1039,Stenton Park,1958,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0801319174736,40.0242359823519,1040,Joseph C McIlvain Playground,1907,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2113531416835,40.0288283448115,1041,W Freeland Kendrick Recreation Center,1885,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0542344025922,40.0258209715733,1042,Franklin Delano Roosevelt Playground,1943,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0491653946293,40.0281249182475,1043,Joseph F Vogt Playground,1968,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0440477882234,40.0283824621769,1044,Disston Recreation Center,1847,PPR_REC,A,Y,Y,,Closed for Rebuild ,Programs 11/24
-75.0612638144159,40.0293893569868,1045,Lower Mayfair Playground,1898,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0936757572503,40.029704740207,1046,Edward Houseman Playground,1875,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1356743408414,40.0312773735014,1047,John L Barrett Playground,1814,PPR_REC,A,Y,N,,Closed for Rebuild,Programs 11/24
-75.1602661213413,40.0323774299799,1048,Wister Playground,1974,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2290871792701,40.0339511549428,1049,Lonnie Cohen Recreation Center,1872,PPR_REC,A,Y,Y,,"Formerly Hillside, name changed 2023.",Programs 11/24
-75.0334248563923,40.0300665929162,1050,Charles A Russo Playground,1946,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1180811424138,40.0341101846754,1051,Charles J Ziehler Playground,1976,PPR_REC,A,Y,N,,2024 Rebuild Renovations Complete,Programs 11/24
-75.1368012078409,40.0383050918713,1052,A Albert Cherashore Playground,1828,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0271404240536,40.0361012531626,1053,Holmesburg Recreation Center,1873,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0703881281193,40.0387411456503,1054,Max Myers Playground,1904,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1563033060327,40.042173802102,1055,Belfield Recreation Center,1815,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.0821816247581,40.0407222152991,1056,Seymour Tarken Recreation Center,1962,PPR_REC,A,Y,N,,Tarkan Ice Rink is a separate buliding on the same site.,Programs 11/24
-75.0530833732461,40.039881677746,1057,Mayfair Recreation Center,1905,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1168703655276,40.0425385493987,1058,Olney Recreation Center,1924,PPR_REC,A,Y,Y,,Closed for Rebuild ,Programs 11/24
-75.1636341891681,40.053862669122,1059,Awbury Park and Recreation Center,604,PPR_REC,A,Y,N,, ,Programs 11/24
-75.0075107483677,40.1228431723608,1060,Daniel Boyle Memorial Recreation Center,1843,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1698319055514,40.0646864811466,1061,Charles M Finley Playground,1989,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1747635378688,40.0022212258066,1062,James Allen Shuler Playground,1878,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1715193626166,39.9421185311373,1063,Marian Anderson Recreation Center,1901,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.238566006575,39.9566925841714,1064,Howard Sayre Morris Recreation Center,1949,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1012962526123,39.9864660108406,1065,Frank Glavin Playground,1860,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1850912533597,39.9690547668111,1066,Lloyd Hall Recreation Center,997,PPR_REC,A,Y,Y,,Located in East Fairmount Park,Programs 11/24
-75.2332425072213,39.9952182485132,1067,John C Anderson Cultural Center,3479,PPR_REC,A,Y,N,,Closed for Rebuild,Programs 11/24
-75.2486170014688,39.9081610266846,1068,William A Cibotti Recreation Center,498,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2317431949117,39.9152726003797,1069,J Francis Finnegan Playground,95,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1787581327052,39.9159380001331,1070,Commodore John Barry Playground,262,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1540698311632,39.9156417382743,1071,Lawrence E Murphy Recreation Center,1919,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1730496072024,39.922873707902,1072,Thomas I Guerin Recreation Center,1865,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.2401917418978,39.9261376815886,1073,John J McCreesh Sr Playground,508,PPR_REC,A,Y,N,,,Programs 11/24
-75.1699623851432,39.9291400454535,1074,A Giuseppe DiSilvestro Playground,228,PPR_REC,A,Y,N,,Mixed use building with CHOP/Free Library/Public Health/PPR,Programs 11/24
-75.1888629475385,39.9313798785127,1075,George A Vare Recreation Center,1966,PPR_REC,A,Y,Y,,2024-Rebuild Renovation Complete,Programs 11/24
-75.1643497944257,39.9332542226274,1076,Columbus Square,966,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1512140702178,39.9337904557686,1077,Solomon Sacks Playground,1947,PPR_REC,B,Y,N,, ,Programs 11/24
-75.1594820310657,39.9340058665181,1078,Dr Nicola Capitolo Playground,501,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1929330875736,39.9377462186599,1079,Donald P Finnegan Recreation Center,452,PPR_REC,B,Y,N,, ,Programs 11/24
-75.1741810028866,39.9381682503192,1080,Charles H Chew Playground,268,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2098082917841,39.941956477993,1081,48th and Woodland Playground,1804,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1584878528585,39.9413619390034,1082,Walter Palumbo Recreation Center,1927,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.2170125411486,39.9428484580162,1083,Kingsessing Recreation Center,1886,PPR_REC,A,Y,Y,,Closed for Rebuild,Programs 11/24
-75.2344129706505,39.9488950145935,1084,Albert W Christy Sr Recreation Center,1829,PPR_REC,A,Y,Y,,,Programs 11/24
-75.1434601913825,39.9627506892972,1085,Northern Liberties Recreation Center,1921,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1786676990227,39.9779513582244,1086,Athletic Recreation Center,1811,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.2511010108308,39.9044377394714,1087,Eastwick Regional Playground,499,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1381864234813,39.9890713969406,1088,Frank S Nelson Jr Memorial Recreation Center,1988,PPR_REC,A,Y,N,,2019-2020 Renovations,Programs 11/24
-75.1049981121629,40.0147765429938,1089,Joseph A Ferko Playground,1854,PPR_REC,A,Y,N,,Located in Tacony Creek Park,Programs 11/24
-75.1577706103316,39.9888097249935,1090,Marie Winchester Playground,2900,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1977434058896,39.936217292943,1091,Jacob Stinger Park,443,PPR_REC,B,N,N,,,Programs 11/24
-75.2008833209535,39.9659319624065,1092,Norman (Butch) Ellis Playground,1803,PPR_REC,B,Y,N,, ,Programs 11/24
-75.0399228856989,40.0426711972682,1093,Lincoln Indoor Pool,3471,POOL,S,Y,N,,"School District Property/Facility;PPR Programs (Ramp)",Programs 11/24
-75.2218401893562,40.0233091367907,1094,Venice Island Performing Arts and Recreation Center,3448,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1873646768137,39.9254269713752,1095,Thomas B Smith Recreation Center,502,PPR_REC,A,Y,N,, ,Programs 11/24
-75.1634347966534,39.9262748910949,1096,East Passyunk Community Recreation Center,1963,PPR_REC,A,Y,Y,, ,Programs 11/24
-75.1454267785917,39.9327488226926,1097,Ralph R Rizzo Sr Ice Rink,1407,PPR_REC,A,Y,N,, ,Programs 11/24
-75.2481075445779,39.9593011202806,1098,Laura Sims Skating Rink,984,PPR_REC,S,Y,N,,Located within Cobbs Creek Park,Programs 11/24
-75.1045518210495,40.0038492245102,1099,Juniata Park Older Adult Center,3466,OLDER_ADULT_CENTER,S,Y,N,, ,Programs 11/24
-75.0591583052743,40.0875080210886,1100,Pennypack Environmental Center,3462,ENVIRONMENTAL_EDUCATION_CENTER,S,Y,N,,Located within Pennypack Park,Programs 11/24
-75.2338714458867,40.0813052932031,1101,Wissahickon Environmental Center,3456,ENVIRONMENTAL_EDUCATION_CENTER,S,Y,N,,Located within the Andorra Natural Area which is within Wissahickon Valley Park,Programs 11/24
-75.2504145830366,39.9519869166729,1102,Cobbs Creek Community Environmental Center,1835,ENVIRONMENTAL_EDUCATION_CENTER,S,Y,N,,Located in Cobbs Creek Park. Closed for Rebuild,Programs 11/24
-75.1695849764445,39.9799294723171,1103,Dr Martin Luther King Jr Older Adult Center,3078,OLDER_ADULT_CENTER,S,Y,N,, ,Programs 11/24
-75.1542100132773,40.0643777350731,1104,West Oak Lane Senior Center,3477,OLDER_ADULT_CENTER,S,Y,N,,Not City-Owned Property,Programs 11/24
-75.1378166196068,40.0002464547448,1105,Mann Older Adult Center,1040,OLDER_ADULT_CENTER,S,Y,Y,,Located in same building as Rivera.,Programs 11/24
-75.0513160286172,40.0625231094006,1106,Northeast Older Adult Center,3087,OLDER_ADULT_CENTER,S,Y,N,,Located on same property as George C Pelbano Playground,Programs 11/24
-75.162531716393,39.9313698948991,1107,South Philadelphia Older Adult Center,964,OLDER_ADULT_CENTER,S,Y,N,,,Programs 11/24
-75.2077457650646,39.9790504662597,1108,Kelly Pool,1278,POOL,S,N,N,,Located in West Fairmount Park,Programs 11/24
-75.1191358485831,39.9950303399113,1109,McPherson Square,576,PPR_REC,B,N,N,,,Programs 11/24
-75.1002275513721,39.9829802670479,1110,Reverend M Monkiewicz Recreation Center,1913,PPR_REC,A,Y,N,,Site Closed.,Programs 11/24
-75.0628308675822,40.0162791139749,1111,Victor J Moss Recreation Center,4,PPR_REC,B,Y,N,,,Programs 11/24
-75.1484954973808,39.9306960467443,1112,Nelson M Herron Playground and Recreation Center,2898,PPR_REC,B,Y,N,,,Programs 11/24
-75.1989628527511,39.9734814569797,1113,Clayborne and Lewis Playground,2896,PPR_REC,B,Y,N,,,Programs 11/24
-75.196502960362,39.9640113144294,1114,37th and Mount Vernon Playground,2897,PPR_REC,B,N,N,,,Programs 11/24
-75.1908126217184,39.9650367191299,1115,33rd and Wallace Playground,1801,PPR_REC,B,Y,N,,,Programs 11/24
-75.1310661126353,40.0435476547499,1116,Fisher Park,679,PPR_REC,B,Y,N,,,Programs 11/24
-75.0421223359794,40.0322313937794,1117,Senator William Vincent Mullin Playground,1918,PPR_REC,B,Y,N,,,Programs 11/24
-75.1070909161356,39.9821330722872,1118,Thomas P Stokley Recreation Center,1959,PPR_REC,B,N,N,,No Programmable Building on site,Programs 11/24
-75.1573552974097,39.9230482338039,1119,James Otis Ford Playground,958,POOL,S,N,N,,Pool only seasonally staffed by PPR.,Programs 11/24
-75.1742655471797,40.0397045912926,1120,Morton Playground,1915,PPR_REC,B,Y,N,,,Programs 11/24
-75.2304044239219,39.9233363477218,1121,George Connell Park,955,PPR_REC,B,Y,N,,,Programs 11/24
